price;price_per_sqft;photos_count;furnishing;bedroom;bathroom;tenant_preferred;availability;carpet_tot;super_tot;area;floor;num_floor;facing;overlooking;ownership;balcony;nb_caract_descript;contact;operating_since;buyers_served;titre;description
13000;26;15;Unfurnished;1;1;Bachelors/Family;Immediately;;500;500;4 out of 4;4;North - East;Garden/Park;;1;62;Owner ;;;1 BHK Apartment for Rent in DDA LIG Apartment Dilshad Garden, Dilshad Garden New Delhi;nearby 3 metro stations 4 hospitals so many schools and market
370000;128;12;Unfurnished;4;5;Bachelors/Family;Immediately;2900;;2900;1 out of 4;1;North - East;Main Road;;3;0;Owner ;;;4 BHK Builder Floor for Rent in Safdarjung Enclave New Delhi;
32000;25;8;Unfurnished;3;2;Bachelors/Family;Immediately;1300;;1300;Ground out of 5;0;North;Garden/Park, Main Road;;2;409;Agent ;2006;3000;3 BHK Apartment for Rent in Sector 6 Dwarka New Delhi;An easy access from 60 meter wide sector road, connection south delhi, Igi airport guargaon 3 bedrooms, with spacious drawing, dining, big kitchen, 2 bathrooms and balcony, On the one side of park, Airy and well ventilated flats, Gated community, Secure safe. Has convenient facilities such as market, School, Atms, Malls banks. There is ample parking space for residents The monthly maintenance is Rs 2000/-.
45000;50;14;Semi-Furnished;2;2;Bachelors/Family;Immediately;900;;900;Ground out of 4;0;North - West;Garden/Park, Main Road;Freehold;;0;Agent ;1972;3000;2 BHK Builder Floor for Rent in Lajpat Nagar 1 New Delhi;
23700;59;14;Furnished;1;1;Bachelors;Immediately;;400;400;Ground out of 4;0;East;Garden/Park;;1;0;Agent ;;;1 BHK Apartment for Rent in DDA Flats Sector 23, Sector 23 Dwarka New Delhi;
24000;26;13;Semi-Furnished;2;2;Bachelors;Immediately;925;;925;1 out of 4;1;;Garden/Park, Main Road;Freehold;1;186;Agent ;1986;2500;2 BHK Apartment for Rent in Divya Jyoti apartment sector 19 Rohini Delhi New Delhi;The flat consist of one drawing dining, two bedroom, 1 kitchen, two toilet and  one balcony in a gated society. All the community facility like Bank, The monthly maintenance is Rs 500/-.
45000;30;10;Semi-Furnished;3;3;Bachelors;Immediately;1500;;1500;2 out of 5;2;East;Garden/Park, Main Road, Pool;;2;51;Agent ;2005;;3 BHK Builder Floor for Rent in Freedom Fighters Enclave New Delhi;waking market The monthly maintenance is Rs 1000/-.
40000;33;10;Semi-Furnished;3;2;Bachelors;Immediately;1200;;1200;2 out of 4;2;North - East;Garden/Park, Main Road;;1;277;Agent ;2000;500;3 BHK Apartment for Rent in Sheetal Apartment, Sector 14 Rohini New Delhi;We deal in all types of commercial and residential properties for purchase, sale and rentlease. We are customer oriented people with the motto of best customer satisfaction. We provide the good deals and the better option with best prices. The monthly maintenance is Rs 2000/-.
50000;56;6;Furnished;2;2;Bachelors;Immediately;900;;900;3 out of 3;3;South -West;Garden/Park, Main Road;Freehold;;296;Agent ;2004;2000;2 BHK Apartment for Rent in DDA Flats Sector B Pocket 5 & 6, Vasant Kunj New Delhi;DDA FLAT ON THIRD FLOOR SURROUNDED WITH LUSH OF GREENERY WITH AMPLE PARKING SPACE FULLY FURNISHED. THE PROPERTY IS OPT FOR BACHELORS, COUPLES AND FAMILY. NICE NEIGHBORHOOD, GATED SOCIETY WITH CCTV CAMERAS. FOR MORE DETAILS KINDLY CONTACT Kumar Estate Agency The monthly maintenance is Rs 10000/-.
60000;33;10;Semi-Furnished;3;3;Bachelors;Immediately;1800;;1800;1 out of 4;1;North - East;Garden/Park;Freehold;2;121;Agent ;2006;1500;3 BHK Builder Floor for Rent in Phase 1 Vivek Vihar New Delhi;upper ground floor Vivek vihar with lift parking near park and main market and metro The monthly maintenance is Rs 500/-.
60000;43;12;Semi-Furnished;3;2;Bachelors;Immediately;1400;;1400;Ground out of 3;0;East;Garden/Park;;1;199;Agent ;2016;2000;3 BHK Apartment for Rent in Block H Saket New Delhi;saket H belok gated society onwer free flat poush locality 3 bedroom 2 washroom park facing poush locality near by metro near by pvr Anupam saket 24 hours gard semi furnised flat reserved car parking
55000;46;5;Semi-Furnished;3;2;Bachelors;Immediately;1200;;1200;2 out of 4;2;North - East;Garden/Park;Power Of Attorney;2;0;Agent ;2005;3500;3 BHK Builder Floor for Rent in Block J Saket New Delhi;
70000;62;5;Unfurnished;3;2;Bachelors;Immediately;1125;;1125;Ground out of 4;0;North - East;Garden/Park;;2;186;Agent ;2010;5000;3 BHK Builder Floor for Rent in East of Kailash , East Of Kailash New Delhi;Newly construction builder floor fully furnished available for rent in east of kailash,its 3 bedroom with attached bathroom drawing area with modular kitchen,near by kailash colony metro
36000;45;10;Furnished;2;1;Bachelors/Family;Immediately;800;;800;1 out of 4;1;North;Garden/Park, Main Road;;2;107;Agent ;2015;;2 BHK Builder Floor for Rent in RWA South Extension 2, South Extension 2 New Delhi;This property is a corner unit in a gated society, offering ample parking space and abundant natural light.
50000;31;18;Unfurnished;3;3;Bachelors/Family;Immediately;1600;;1600;3 out of 10;3;North - East;Garden/Park, Main Road;Freehold;;189;Agent ;2015;;3 BHK Apartment for Rent in Gulmohar Apartments, Sector 11 Dwarka New Delhi;3bhk 3 toilet property available for rent prime location of Dwarka. The property is well maintained and very near to market,schools,metros and hospital The monthly maintenance is Rs 2500/-.
25000;21;10;Unfurnished;3;2;Bachelors/Family;Immediately;;1200;1200;1 out of 4;1;East;Garden/Park, Main Road;;2;136;Agent ;2016;500;3 BHK Apartment for Rent in Vikaspuri New Delhi;This property is amidst green parks and beautiful palm trees and very close to K.R.Mangalam School. The monthly maintenance is Rs 600/-.
42000;25;11;Semi-Furnished;3;3;Family;Immediately;1700;;1700;Ground out of 10;0;North - East;Garden/Park, Main Road;;3;150;Agent ;;1000;3 BHK Apartment for Rent in Brahma Apartments, Sector 7 Dwarka New Delhi;3bhk and servant flat complete wood work marble flooring walking to sector 7 market very nice location in dwarka The monthly maintenance is Rs 3000/-.
150000;100;1;Semi-Furnished;3;3;Bachelors;Immediately;1500;;1500;Ground out of 4;0;South -West;Garden/Park;Freehold;2;147;Agent ;2010;500;3 BHK Builder Floor for Rent in Green Park New Delhi;Brand New Construction  , Builder Floor apartment , 3 bedrooms with 3 bathrooms , drawing dining hall , fully modern kitchen , latest interior work
60000;33;;Semi-Furnished;3;3;Bachelors;Immediately;1800;;1800;2 out of 4;2;North;Garden/Park;;2;144;Agent ;2004;100;3 BHK Builder Floor for Rent in Surajmal Vihar New Delhi;a very good nicely built floor is available for rent preferably for those tenants who are reconstructing their homes preferably for veg families
75000;39;11;Furnished;4;2;Family;Immediately;1900;;1900;1 out of 4;1;North - East;Garden/Park, Main Road;;3;299;Agent ;2016;2500;4 BHK Apartment for Rent in DDA Flats Vasant Kunj, Sector B Vasant Kunj New Delhi;Available for rent , dda flat in vasant kunj , sector b , first second duplex , fully furnished and unfurnished , 4 bedroom , 2 washroom , drawing , dining room modular kitchen, 3 balcony with store , water storage car parking and available visitor car parking,. The monthly maintenance is Rs 800/-.
70000;29;3;Unfurnished;4;4;Bachelors/Family;Immediately;;2450;2450;2 out of 4;2;East;Garden/Park, Main Road;;2;472;Agent ;2010;500;4 BHK Builder Floor for Rent in Anand Vihar New Delhi;4.bhk brand new construction is available with lift and reserved car parking space with it. It is completely done with wooden work in all bedrooms and kitchen is done with fully modular work including chimney, gas pipeline, hob, stove, exhaust, gyser etc. It is mainly located nearby yamuna sports complex, ram mandir, cross river mall, karkardooma metro station, vivekanand mahila college, main vikas marg road, leela kempinski hotel The monthly maintenance is Rs 1500/-.
100000;50;10;Unfurnished;4;3;Bachelors/Family;Immediately;2000;;2000;3 out of 4;3;North;;;3;197;Agent ;1995;500;4 BHK Builder Floor for Rent in Block A Chittaranjan Park New Delhi;c r park third floor with lift 320 sq yds sq yds 4 bedrooms 3 attached bathroom kitchen draining room dining room more information call and SMS Sunil Chaudhary The monthly maintenance is Rs 1000/-.
30000;30;5;Furnished;2;3;Bachelors/Family;Immediately;1000;;1000;3 out of 4;3;;;;2;0;Owner ;;;2 BHK Apartment for Rent in Swastik Kunj Apartment, Sector 13 Rohini New Delhi;
33500;37;6;Furnished;2;2;Bachelors;Immediately;900;;900;2 out of 4;2;North;Main Road;Freehold;2;50;Agent ;2010;;2 BHK Builder Floor for Rent in West Patel Nagar New Delhi;well maintained The monthly maintenance is Rs 1/-.
18000;45;5;Unfurnished;1;1;Bachelors;Immediately;400;;400;1 out of 4;1;South;Main Road;;1;77;Agent ;2005;1000;1 BHK Builder Floor for Rent in Saket New Delhi;brand new flat big size room and balcony The monthly maintenance is Rs 500/-.
12500;23;7;Unfurnished;1;1;Bachelors;Immediately;;550;550;1 out of 4;1;East;Garden/Park, Main Road;;1;567;Agent ;1990;6000;1 BHK Apartment for Rent in Vikaspuri New Delhi;1BHK for rent in vikas puri near janak puri West metro station. Very Exclusive, 1 bedroom one drawing dinning room,1 washroom, marble flooring, Wardrobe, Wooden Work In kitchen, fans, tubelight, Ample parking space, proper fully cross ventilation, The Gate is made Up of Iron And Wooden, The Property is Well connected to Metro station,  schools, Pvr, Mall, Main Markets, Bus Stop, Gym, Banks  Atm, Mandir, Gurdwara Etc to be half kilometer away from it ,THIS IS A GOLDEN OPPORTUNITY TO GET SUCH A MATCHLESS PROPERTY . MORE OPTIONS ARE ALSO AVAILABLE IN SAME BUDGET .
120000;57;5;Unfurnished;2;2;Bachelors;Immediately;2100;;2100;1 out of 3;1;East;Garden/Park;;2;103;Agent ;2002;2000;2 BHK Builder Floor for Rent in Defence Colony New Delhi;beautiful builder floor available for rent very affordable price The monthly maintenance is Rs 10000/-.
95000;43;14;Semi-Furnished;3;3;Bachelors/Family;Immediately;2200;;2200;1 out of 3;1;North - West;Garden/Park, Main Road, Pool;;3;162;Agent ;2010;2000;3 BHK Builder Floor for Rent in Hauz Khas New Delhi;first floor 3bed bedroom attached bathroom drawing dining room kitchen big balcony with airconditioner, fully renovated flat The monthly maintenance is Rs 1500/-.
75000;30;11;Unfurnished;3;3;Bachelors;Immediately;2500;;2500;1 out of 3;1;North - West;Garden/Park, Main Road;;2;208;Agent ;1990;3500;3 BHK Apartment for Rent in builder floor, Shanti kunj Vasant kunj New Delhi;Available for rent 3 bhk 3 bathrooms renovated flat in vasant kunj gated society. few minutes drive from vasant kunj famous malls, restaurants, metro station and airport. The monthly maintenance is Rs 1000/-.
90000;25;14;Unfurnished;4;3;Family;Immediately;3600;;3600;4 out of 4;4;East;Garden/Park;;3;255;Agent ;1979;7000;4 BHK Builder Floor for Rent in Ram Vihar Anand Vihar New Delhi;This property is the best floor available in the market currently. We're preferring a small family. The property is totally Vastu compliant.  All rooms have fitted split ACs and also have wall to wall fitted almirahs. The monthly maintenance is Rs 2000/-.
82000;40;12;Furnished;3;3;Bachelors;Immediately;2025;;2025;1 out of 3;1;South - East;Main Road;;1;121;Agent ;2010;;3 BHK Builder Floor for Rent in Kalkaji New Delhi;3bhk fully furnished very nice Property separate no water issue separate electricity government meetar very good location
14500;36;7;Semi-Furnished;1;1;Bachelors;Immediately;400;;400;2 out of 4;2;North - East;Garden/Park, Main Road, Pool;;1;67;Agent ;;100;1 BHK Builder Floor for Rent in Saket New Delhi;new delhi saket western Marg The monthly maintenance is Rs 14500/-.
38000;43;12;Semi-Furnished;2;2;Bachelors/Family;Immediately;875;;875;2 out of 4;2;North - East;Garden/Park;;1;150;Agent ;1988;500;2 BHK Builder Floor for Rent in Prashant Vihar, Rohini New Delhi;This designer floor is situated prime location of Prashant vihar. PVR cinema, metro station ,shopping complex, park and market are in close proximity.
40000;33;11;Semi-Furnished;2;2;Bachelors;Immediately;;1200;1200;Ground out of 3;0;North - East;Garden/Park, Main Road;Freehold;;147;Agent ;2016;11000;2 BHK Apartment for Rent in DDA Flats Munirka, Munirka New Delhi;IT IS ground FLOOR full wood work done. And its very good 2bhk flat for Rent in Dda FLATS Munirka south Delhi. The monthly maintenance is Rs 500/-.
46500;33;16;Semi-Furnished;3;3;Bachelors/Family;Immediately;;1395;1395;3 out of 4;3;East;Garden/Park;;2;224;Agent ;2009;5000;3 BHK Builder Floor for Rent in Tagore Garden, Rajouri Garden, Najafgarh Road New Delhi;Builder floor apartment is available for rent. Brand new 1st entry builder floor available in top location of Tagore Garden near metro station gated community with lift and stilt parking. The monthly maintenance is Rs 500/-.
70000;29;11;Semi-Furnished;3;4;Bachelors/Family;Immediately;2400;;2400;Ground out of 3;0;;Garden/Park;;3;0;Agent ;;;3 BHK Apartment for Rent in Pocket 10 Sector B Vasant Kunj New Delhi;
100000;22;;Semi-Furnished;4;4;Bachelors;Immediately;4500;;4500;1 out of 4;1;North;Main Road;Freehold;4;42;Agent ;2008;;4 BHK Apartment for Rent in Phase 2 Model Town New Delhi;very close to vishwavidyalay metro station
50000;43;;Unfurnished;2;2;Bachelors/Family;Immediately;1150;;1150;4 out of 4;4;North - East;Garden/Park, Main Road;;1;232;Agent ;;;2 BHK Apartment for Rent in D3 & D4 Vasant Kunj, Pocket 3 Sector D Vasant Kunj New Delhi;Unmatched peaceful location well connected. Spacious bedroom with attached bathroom wide roads, greenery all around, the property has been structured for ample natural light and cross ventilation The monthly maintenance is Rs 800/-.
28000;51;;Furnished;1;1;Bachelors;Immediately;550;;550;Ground out of 3;0;East;;Freehold;1;89;Agent ;2019;3000;1 BHK Builder Floor for Rent in Chittaranjan Park New Delhi;well maintained one bhk ground floor fully furnished The monthly maintenance is Rs 200/-.
40000;44;9;Furnished;1;1;Bachelors;Immediately;900;;900;2 out of 3;2;East;Garden/Park, Main Road, Pool;;1;486;Agent ;;5500;1 BHK Apartment for Rent in Safdarjung Enclave New Delhi;Safdarjung Enclave Independent Entrance Second Floor One Bedroom with Drawing and Dining Room attached kitchen and bathroom fully furnished with Double Bed Airconditioner wardrobe almirah sofa set and dining table and chairs with Balcony modular kitchen and bathroom available for rent suitable for Decent Family working Government Employees and Mnc working and Doctors Rent 40k Near Market and Metro Station Gated Community peace full location with one car reserved parking Park Facing
350000;175;20;Furnished;4;4;Bachelors/Family;Immediately;;2000;2000;1 out of 4;1;East;;;2;803;Agent ;1990;3000;4 BHK Builder Floor for Rent in Greater Kailash 2 New Delhi;2000 Sq. ft.Mak Realtors Private Limited offers Residential Flat for RentS Block, Greater Kailash-II, First Floor Flat for Rent, 300 sq. yds. Four Bedrooms, Attached Bathrooms, Kitchen, Drawing  Dining Room, Fully Furnished, Servant Quarter, Stilt Car Parking, Lift. Rent Rs. 3, 50,000- per month.Greater Kailash-II is a very posh locality and well connected with the other parts of the city. It is well connected by trains, buses and public transports. Transport facility is also good in this locality. School, bank, ATM and hospital are available nearby the locality. Greater Kailash-II is a well maintained locality with basic amenities available. It is well connected school, college, market, hospital and petrol pump. It is a very good and well developed locality, having market and other amenities
